,0,1
9295,-1,"@USAirways I asked if that was SOP, and they said âIt is now.â But yet the other 11 flights, nothing. Is this a policy or not?"
2250,-1,@united Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!
11387,-1,@USAirways how does that help me when I get no response from there??? #usairwayssucks
2382,0,@united I'm flying UA but *G with A3
1085,-1,"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!"
5109,-1,"@SouthwestAir Flight was Cancelled Flighted, I've been on hold for 50 minutes with no human interaction. I wanna get away."
2016,1,@united one lady helping the 12 of us with luggage
7846,-1,"@JetBlue I fly w/u as much as I can, however your kiosks were broken in SYR and there was 1 woman working the ticket counter.. She had a"
366,-1,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn"
3840,-1,@united 65 and 72 year old flying to Tokyo for vacation both with bad knees and this happens https://t.co/72RMpkOGwu @cbcallinaday @CBCNews
14600,0,http://t.co/EIw2sYb8Fu roberts&amp;s=1 @AmericanAir
11778,-1,"@USAirways me too. In the future, have a better harsh weather preparedness plan. So much of your staff called out that everything snowballed"
7079,-1,@JetBlue any info on why flight 704 from SJU to JFK is already delayed 2 1/2 hours?
14132,-1,@AmericanAir Close down
10667,-1,@USAirways I have a story for you. It starts with a two hour delayed flight that makes me miss my connection in Miami.
9195,-1,"@USAirways Disgusted with your poor customer service. U wrongfully remove &gt; 65,000 miles from my Dividend Miles and no live person,"
11334,-1,â@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.â Confirmation code?
3490,-1,"@united booked a flight yesterday, appeared in my account + confirm email but since a few hours all disappeared and err ""no segment in this"""
11843,-1,@USAirways no warm weather hubs means no Mexico for us.  And I can't go anywhere else since you lost my bags. I hope you attempt to rectify
11389,1,@USAirways surprisingly quick response time by you and them. Thanks!
7107,0,@JetBlue but Virgin has wifi ð
11492,-1,"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day."
4682,-1,"@SouthwestAir Completely understand Act of God weather-reLate Flightd Cancelled Flightlation, but 4 days without reimbursement of any kind is #unacceptable"
8066,1,@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful
11638,-1,"@USAirways what does ""your reservation is 'out of sync.'"" mean? On hold w customer service 12 min and want an idea what is up"
4637,-1,"@SouthwestAir 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding"
13552,1,@AmericanAir thank you!
9556,-1,@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!
6463,1,@SouthwestAir I did. Thank you.
14552,0,@AmericanAir please help us get home tomorrow!!!!!
5918,0,@SouthwestAir do you have any flights from NAS-BWI ton March 23?
9093,-1,@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.
12226,0,@AmericanAir This is very true. Another reason why we stay South in the Winter months of travel http://t.co/fgJbex480D
9153,-1,@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.
1565,-1,@united UA647 heading back to gate bc improper load? if ur packing us to the gills should at least take care to load bags. expecting comp...
9798,-1,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent
1145,-1,"@united It's the fact that an international should not be with out her bag and no sense of what's going on other than ""maintenance""."
3742,-1,"@united feeling poor on the church-mouse level here, 180 dollars is enough to make a grown man cry. I'm not a grown man but tears happened"
5777,0,@SouthwestAir do we get to pick which @Imaginedragons show? #DestinationDragons
4504,0,@SouthwestAir it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.
8734,-1,@JetBlue I hope your system wasn't hacked cause someone else's passport info was on my reservation &amp; I couldn't get my boarding pass
63,0,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!"
7495,-1,@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!
9765,0,@USAirways what happens to frequent flyer miles earned once merger is complete with AA?
8435,1,@JetBlue haha thanks Jetblueðâºï¸
9303,-1,@USAirways Are you not even going to acknowledge that you bumped me from a flight (NOT BECAUSE OF WEATHER I AM IN ARIZONA)
13704,-1,@AmericanAir ... Do I have to even say anything?  Over 6 hours on hold... No one has ever sucked as much as you. http://t.co/NcrMqIBIWo
13843,-1,@AmericanAir My flight tomorrow from SLC to DFW AA304 Cancelled Flighted. Can you help me get there?
2008,0,@united Thanks!  Good to know.
10618,-1,@USAirways yes. But the manner with which it was done was harsh for those affected. Already checked in. No remorse. Weak alternatives.
7168,1,@JetBlue Looking cool
3395,-1,@united - why am I sitting on this plane for an hour after scheduled takeoff without a cloud in the sky? #keepusguessing #isthisyourfirsttry
12506,-1,@AmericanAir over the last year 50% of my flights have been delayed or Cancelled Flightled.  I'm done with you.
5591,0,"@SouthwestAir left behind iPad Air on flight 505 from Bradley to BWI, plane had already left by the time I realized. Can you possibly help?"
8620,-1,@JetBlue loves to respond to positive tweets but they ignore problems w/ customers. Just ask NOLA musician @j_beatz247 about that. #shameful
7062,0,@JetBlue .. { it's all a320's right?}
6606,-1,@SouthwestAir I think I'm shot. Can't find a flight that arrives before business (SAN) on thu. Really want to go too.
4531,-1,@SouthwestAir has become like every other airline #crooked I can't believe they are taking over $500 #shouldwearmasks #shocked
4035,1,@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.
1502,-1,@united wanted to point out that not one United crew has been sympathetic. Questions unanswered. MileagePlus is starting to look like a joke
7431,-1,@JetBlue You guys really suck! I just spent 40 minutes on the phone linking my credits to my account.  They are still NOT there! 1/2
387,0,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6
9409,-1,@USAirways How can I speak to a human? Need 2 find bag delayed 2/21. Website and 800 # are telling me 2 different things! Got hung up on 2x
13773,-1,"@AmericanAir Thank you for holding, we apologize for the delay in answering your call. To speak to a representative please continue to hold."
12082,-1,@AmericanAir I Cancelled Flighted my flight. I really donât need this much trouble.
11760,0,@USAirways please please please let my plane back to the gate so I can get off as I will miss connection due to CLT closing. 2034
13115,-1,@AmericanAir 249 EWR - DFW is now stopping BNA to refuel 4 bad weather? Are YOU just trying to get the plane closer 2 DFW then Cancelled Flight on us?
1453,-1,"@united, we're stuck at OGG, looks like flight will be Cancelled Flightled. Can you help? =)"
11708,-1,@USAirways won't waive $200 fee due to #neptune. Can't use credit w/o paying fee. Couldnt get to destination to use their tic #waivethefee
13251,-1,"@AmericanAir So much for Status, EP and 1.5 million miles.  Revenue First class ticket and Im sitting in Coach thanks your rude CS staff"
14240,0,@AmericanAir Considering it was purchased on the 21st and I attempted to use it again on the 21st I believe it would fit these parameters.
4184,1,@united thank you! ð
4577,1,@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!
5082,-1,@southwestair I've been on hold for 2 hours to reschedule my Cancelled Flightled flight for the morning. What gives? I need help NOW
8575,-1,"@JetBlue I cheated on you, and I'm sorry. I'll never do it again. @SouthwestAir has given my wife and I the worst start to a honeymoon ever"
13497,-1,"@AmericanAir all right, but can you give me an email to write to ?"
12068,-1,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr
337,0,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd"
1164,1,@united would love help getting there today. In #EWR now. Will take any airline and connections. Thx
5361,-1,@SouthwestAir On hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold.  Unacceptable!
9820,-1,@USAirways pilot for flight 729 didn't show until after departure âï¸ &amp; now there's a broken computer. Next time flying @United. #ALWAYSLate Flight
4538,1,@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest
7063,0,Who Okay'd this?!?! RT @JetBlue Our fleet's on fleek. http://t.co/knUVuOVhub
2139,-1,@united 6377 and now they sent our green tagged bags to the luggage carousel. It's been one mess up after another. Bad day @united
3652,-1,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.
10256,-1,@USAirways now on hold for 90 minutes
10718,-1,"@USAirways @AmericanAir I'm stuck in the airport in fresno trying to beat the storm to pittsburgh, and you guys have offered nothing. HORRID"
13036,-1,@AmericanAir I've been calling you for 3 straight days and no one picks up. Sure there are storms but there are also #customers Holler!
1613,1,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk
4310,0,@united how much does it cost to check in an additional bag? Traveling from newark to glasgow. Thank you :)
4640,1,@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!
10798,-1,@USAirways another squashed flight. Having to share my seat with another passenger is not@my idea of quality travel
9473,-1,@USAirways Who intentionally buys a flight with a 10 hour layover?  And what kind of airline would charge $200 to fix it? Wow... #usairways
14050,-1,"@AmericanAir Why can't you handle your customers needs? Cancelled Flightled flight, 800 number leads to a quick ""Goodbye"" Very Sad!"
3367,-1,@united 777 from SFO to HNL with ZERO entertainment systems???!!!#youareonyourown
13343,-1,@AmericanAir yes. Just sayin' that was a particularly poorly handled situation.
5366,-1,"@SouthwestAir I thank you for the reply but too complicated to DM, really would like to talk to a cust rep. What is going on there?"
5306,-1,@SouthwestAir What do you call that??!!
7098,1,Lovely! RT @JetBlue: Our fleetâs on fleek. http://t.co/Hi6Fl1AX9E
431,0,@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek
12200,0,@AmericanAir You're right. Someone is up to something...
400,0,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess Iâm still road tripping on Feb 27â¦
7065,1,"@JetBlue wow, keeping up with the times..."
13657,-1,"@AmericanAir wait times of 2 hours to talk with an exec plt agent, what is going on!!!"
12353,0,"@AmericanAir @USAirways Yes, obviously! It just stinks that 4pm is the one option when she was supposed to fly at 7AM YESTERDAY."
12349,-1,@AmericanAir when the pilot announces that the plane has been unused for 2 days and maintenance is dealing with another aircraft..
8293,-1,"@JetBlue no they offered the flight (4/19), I paid, then they changed it.This is the 2nd  time you have done this to me. ruins cruise plans"
9440,-1,"@USAirways I would happily wait in the terminal near food, restrooms and non irritated passengers."
14498,-1,@AmericanAir since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport?
11974,0,@AmericanAir These birds could fly to South America for example #Argentina
7472,-1,@JetBlue is blaming @TSA for flight 584 luggage debacle!  #luggagegate
1469,0,@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you
220,-1,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh
13838,-1,@AmericanAir Thanks for your canned response that makes it look like you care about your customers. I'm sure all Twitter users fall for it..
13442,1,@AmericanAir thank you!
10022,-1,"@USAirways Its not just PHL, at BTV today made to deplane because ""it's Sunday and we don't know if maintenance will be available"""
8720,1,"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI"
2988,-1,"@united yea, a refund. Your airline ruined our trip."
8933,-1,@JetBlue why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.
1679,-1,"@united your b737-800w  literally the smallest seats I have ever have, my dad got stuck In the tiny bathroom ad well #disspointed #premier1k"
14070,1,@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA
4192,-1,@united 3359 which you finally Cancelled Flightled.
7579,1,@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job
6271,1,@SouthwestAir @love_dragonss LAUREN IM SCREAMING
9054,-1,@USAirways an award travel ticket but cannot since it is under a different last name. I simply need to change it
6559,0,@SouthwestAir Hi there! I just got my known traveler# and would like to add it to a flight that I already purchased. What's my best option?
4768,-1,@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.
7614,-1,@JetBlue why don't YOU tell them to update the boards?!
12778,1,"@AmericanAir thanks, me too"
1840,1,@united will do. Just need to get CVG.... and my bag too. Thanks
7279,0,@JetBlue @zakkohane pretty sure he's saying Ricoh had great service down at BOS ;) #happytohelp
13766,1,@AmericanAir thanks
2976,-1,"@united I will be calling customer service. 2 delayed flights today now, luggage misplaced, a disaster across the board."
8918,0,@JetBlue okayyyy. But I had huge irons on way out. Promise no shenanigans?
5362,1,@SouthwestAir  @TheEllenShow @Imaginedragons  @kdepetro313 .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY
2883,1,@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.
441,0,@VirginAmerica can we make every VX plane with #nerdbird? Why should Austin be the only one getting nerd love?
14413,-1,@AmericanAir Jacquelyn at Charlotte just denied me compensation after #2251 was Cancelled Flighted due to plane malfunction well within your control
10467,-1,"@USAirways flt last nght Cancelled Flighted-mech.probs, flt this am Cancelled Flighted-snow, finally on a flt home. 1st cls empty &amp; they won't let me sit there"
4435,-1,@SouthwestAir my wife and 9 month old might miss flight and next direct is 210 pm. Mother in law been on hold with customer support for 30
2612,1,@united DM sent.  Thanks.
2329,1,"@united thanks, we did."
7307,-1,@JetBlue being told JFK had a 5 hour delay this AM which is reason for my delay now. It can't be that hard to notify with 12 hours notice
4401,-1,"@SouthwestAir Redeem-points packages magically gone by time we finally got through @ 10:01, felt like #baitandswitch"
5716,1,"@SouthwestAir i live in the southwest, Imagine Dragons is my favorite band, and i met my 2bestfriends thanks to them. it would be amazing +"
9507,-1,@USAirways I NEED TO *SPEAK* TO SOMEBODY ABOUT A RESERVATION. As in talk to a human being. Yet your computer system puts the phone down on
5034,0,@SouthwestAir What is the best credit card to use/open to get miles with y'all?
10695,-1,@USAirways 45 minutes on hold no help
4997,1,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons ð
7417,-1,"@JetBlue you've let me down. 2:15 delay at JFK because of inbound flight from Syracuse, really? #ishouldhavedriven"
7889,0,@JetBlue real shit my nigga north don't play around!
2260,0,@united who do I need to contact regrading a complaint and to get a voucher funds for future travel on United?
4785,0,"@SouthwestAir #DestinationDragons @Imaginedragons Scavenger Hunt Vegas, BE READY!!! http://t.co/vHgkiTzSaw"
11216,-1,@USAirways let's say it's directly correLate Flightd to the chance of a replacement case. I know which would cost the airline less!
2225,-1,@united your baggage person told me to go through @AirCanada - they're handling my connecting flight.
5624,0,"@SouthwestAir hello I was talking with @SouthwestVerity but it says you moved here, they sent me a voucher but does not work can u help?"
2063,-1,@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!
14522,-1,@AmericanAir can you help me with a reservation? cant get through on the phone
12857,-1,@AmericanAir Additional fare cost $19.. Tix change price 195 UK Pounds ($304). $19 not the issue the 195 UK Pounds IS ! #badcustomerservice
3759,-1,"@united, I booked our flights w/ @WestJet. I saw the same prices each time I searched. It wasn't the least bit frustrating. #customerservice"
13111,-1,@AmericanAir maybe you should stop tweeting and start calling. Or make it available for people to wait on-hold instead of hanging up on us.
11018,-1,@USAirways you gladly take the loyal customer's money but when you cause an inconvenience you do nothing to help fix the problem you caused.
6202,0,"@SouthwestAir Is the 1,750 bonus at 1800Flowers still on or did it expire 2/14/15?"
7603,0,"@JetBlue I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!"
6577,0,@SouthwestAir needs to offer a college student discount so i can fly home ð­ð­
2605,-1,@united no I did not make connection.  Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane
9681,-1,@USAirways you are the worst.
485,-1,"@VirginAmerica As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers."
3199,0,@united is z and d code airfare refundable?
8558,0,@JetBlue can you DM?
14320,-1,"@AmericanAir i was just severely upset by the rude cs rep. I get she's prob stressed, but I am too! An ""aw, let me help"" cld mk it btr"
13145,0,@AmericanAir DM sent
1184,-1,@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines
7511,0,His name is Enzo ð RT @JetBlue : @Setorii Well hello there pooch! What's your name? #dog http://t.co/dLh9138HBg
5925,0,@SouthwestAir please help me get tickets to the @Imaginedragons club show in Atlanta?! #DestinationDragons
11046,-1,@USAirways still no rep can talk 3 days Late Flightr. U r asking me to checkin to my flight tmrw and my refund is being requested.  Deal w this!!
5273,0,@SouthwestAir fortunately didn't have to. The flight took off on time.
12398,-1,"@AmericanAir again, no special meal catered for me in F JFK-LAX. thankfully i'm on qantas the rest of way-i fear what youd NOT cater on that"
296,0,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq
13359,-1,@AmericanAir I've been calling your 1800 # all morning to change my name for an upcoming trip but am not able to get through. Please advise!
2434,-1,"@united Great!  I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don't care that everyone is miserable."
5590,0,@SouthwestAir I'm on the 110 lol has anyone arrived yet??
9579,0,@USAirways 4473.  She just called to say it's a runway clearing problem of all things.
4171,0,@united Currently on standby to Lax then it is a 2 hour ride to Palm Springs. Long day starting at a snowy 3:30 am in philly.
2842,-1,.@united I appreciate you looking. Can you compensate me on anything for my troubles? Still haven't taken off for a 10:30 am flight
1263,-1,@united I'm on hold for the 4th time waiting for you to resolve and issue with a flight for my 6-year-old son. #terribleservice #NoService
6880,-1,@JetBlue you delay all my flights. Then you redirect my gate. Then you tell me had we stuck with the original gate we would have 1/3
2360,-1,@united great job losing one of my six bags on a direct flight.  Don't know how you manage to do it.
8025,-1,@JetBlue has the worst customer service out of any airline company. #dontflythem
899,-1,@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?
13153,-1,@americanair 30 minutes since landing - flight 1531 from Miami and no luggage- what's the delay
3243,-1,@united I'm confused. After your @Dulles_Airport agents directed us to go to your website after DELAYS nothing works! http://t.co/cypRHe5GOK
10371,-1,"@USAirways HELP! It says ""the payment is denied"" but my money has been taken out of my bank?  

And it says I have no trips coming up??"
13337,-1,@AmericanAir got off the phone w/ rep now flight has disappeared. Locator IRRLCD she said I was rescheduled. Help please.
14519,-1,"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim."
10523,-1,@USAirways you are cutting into my pregame time.  Go @KentuckyMBB !!!!
10690,-1,@USAirways would be less annoying if road conditions weren't getting worse with every min U keep passengers captive for no good reason.
13809,-1,"@AmericanAir that 2 hr wait became a 4 hr one. And y'all claimed to have sent an email. Yeah, that never happened. #FlyDelta"
71,0,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.
313,1,@VirginAmerica thank you! I absolutely will ð
3511,1,@united thank you! My second flight I already got bumped up to 1st! Love it!
11794,-1,@USAirways then why did my whole team be able to put there carry ons under the plane
5419,-1,"@SouthwestAir how is tkt in the A grp for a cxld flight gets stuck at the back of the Cs when your site, phone and agents took 1h to rebook"
1961,-1,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks"
8201,0,@JetBlue flight 2302 from JFK to BUF.
12585,-1,"@djevolutionhd As an EP who travels 125K+ miles a yr with @AmericanAir , I would expect more from them than this horrible travel experience"
14171,-1,@AmericanAir I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!
5722,-1,"@SouthwestAir the sign in screen had major mobile issues, the responsive design wasn't working properly my Nexus 5."
11741,-1,"@USAirways The airline is embarrassing itself. I get that bad weather isn't your fault, but your response to it couldn't have been worse."
12421,-1,@AmericanAir Horrible service @loganairports. Luggage got destroyed on flight and woman at baggage service was so rude. Didn't help at all.
5887,-1,@SouthwestAir almost bumped me off my flight to HRL when I was 20 minutes early then your staff was rude when I asked what was the problem?
12768,-1,@AmericanAir have such a bad rep for loosing costumers luggage. I stopped flying them a while back.
3971,-1,@united 3 hour delay plus a jetway that won't move. This biz traveler is never flying u again!
2029,0,"Sorry, @united. I accidentally popuLate Flightd with you instead of @USAirways. Can't wait 'til ""U"" are the only ""U"" in the sky. #NewAmericanStinks"
13577,-1,"@AmericanAir Hey, what's happening with #AA65 Zurich - JFK? Appears to have squawked 7700 and landed at London Heathrow"
14226,-1,"@AmericanAir long wait? I literally went shopping at 3 different centers, had lunch and prepared dinner. surprise, it's winter! staff better"
11390,-1,@USAirways stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville
4677,-1,@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq
8674,1,@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!
7257,-1,@jetblue Vegas desk said JFK connect would b held 4 us and 26 others on our plane now staff at JFK says weather was problem. #epicfail
10160,-1,@USAirways no one is coming to line. On hold for 4 hours. Can u help here if I provide conf code?
8052,1,"chair #selfie ""@JetBlue: @StacyCrossB6 @PHLAirport @SaharaSams  Everyone looks #FLAWLESS ;) We're so PROUD of our PHL crew! #BlueHerosâ"
8711,1,"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB"
8781,-1,"@JetBlue Guys, really bad @JetBlue #fail . Someone better call my wife back to get this handled. 203-382-3312 while she waits on hold...."
6686,0,@SouthwestAir - any update on flights in to BNA today?
10595,0,"@USAirways what's the point of email stating I didn't get bumped to 1st class? I know I'm not in first class, I booked the regular ticket"
6374,1,@SouthwestAir A wonderfully nice agent in Austin helped us out. Wish I remembered her name to give proper kudos.
11336,-1,"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?"
9341,-1,@USAirways been on hold for 45 minutes. Is there a better time to call? This is getting ridiculous
6924,0,â@JetBlue: Our fleet's on fleek. http://t.co/M2wSg2olgoâ -_-
4719,-1,@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!
358,1,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf"
12631,-1,@AmericanAir now on 5th plane of the day. First 4 all taken out of svc. Scheduled dep 3 p.m. Still on ground ORD 10:45pm
6722,-1,@SouthwestAir Cancelled Flightled my flight out of BNA today. Been on hold for an hour. ð  #frustrated!
11340,-1,@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.
2607,-1,@united no u don't
10740,-1,@USAirways here we go again. Same flight as last week. Delayed already 45 mins. Think the 7:15 can leave PHL before 1:15 am? #waitingagain
4293,0,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.
1333,0,@united someone should send a note to the revenue management team and ask about all the open BF and GF seats on 919.
14544,-1,@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.
14592,-1,"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26"
7490,-1,@JetBlue our flight out no Tv. Now our flight back not seated together. B6 620. Maybe our fault still no fun.
14382,1,"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife"
10896,0,"@USAirways 5223 out of Gainesville, FL"
3372,-1,"@united MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc"
2754,-1,@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.
12023,-1,@AmericanAir you could train your flight attendants to have some manners and decency
7621,1,"@JetBlue done, thank you!"
14485,-1,@AmericanAir flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank
3718,-1,"â@united: @qlyss8 We don't want our customers to be frustrated. Thank you for your patience. ^JTâ A lovely sentiment, but not a $180 one."
5307,0,@SouthwestAir now flight is book and I have to fly standby if they will allow me to check in before the flight takes off
5505,0,@SouthwestAir is the contest over for Destination Dragons? I want to try to do everything I can to go.
409,-1,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.
12787,-1,@AmericanAir for our delays !!! I'm out of more money because of you
6079,0,"@SouthwestAir @tbuccheriFRNC3E. It takes 13.5 hours to fly from Chicago to Beijing on United, and 12 to fly from Vegas to Omaha on SW..."
12579,-1,"@AmericanAir arrived +-10pm eastern. Had to deplane on the CRJs airstairs to an icy Tarmac. Valet bags sent to carousel, so it was 10:20pm."
6451,1,"@SouthwestAir Great, thank you. Best of luck dealing with this horrible winter."
10930,-1,@USAirways He overflowed over the armrest and under with legs sprawled. You should refund me I had no Choice. #Grossedout
3639,1,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!
5442,0,"@SouthwestAir  If you'd love to see more girls get inspired about becoming pilots, RT our free Albuquerque event. http://t.co/rfXlV1kGDh"
6351,0,"@southwestair Hi, how do I add a flight to my account? Just created it"
3801,0,@united trade show! Come by both 130 for awesome deals on #sunkist and @webbernaturals! $$ http://t.co/1L9sCWPhph
7033,-1,No JetBlueâ¦ Justâ¦ no â@JetBlue: Our fleet's on fleek. http://t.co/mB3IPGs8zQâ
8011,0,@JetBlue I'll take 3 round trip tickets to the closest warmest place please! #negativedegrees #buffalo #snowwillnevermelt
5676,-1,@SouthwestAir you could be a little more accommodating with extending my flight credit.Whats 10 extra days!#notahappytraveler
12059,0,"@AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked."
2107,-1,"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #."
